name	kind	style	score	score_counts	first_release_time	play_status	official_name	tv_station	school	language	station_ranking	level	resource_views	collect_counts	translator	scenarist	starring	alias	director	cycle	area	company	imdb
第一缕曙光	电影	科幻/惊悚	6.0		2018-03-10		At First Light			英语	8817	B			暂无						加拿大		
糟糕历史大电影：臭屁的罗马人	电影	喜剧/历史	8.6		2019-07-26		Horrible Histories: The Movie			英语	2999	A			暂无						英国		
怪胎	电影	剧情/科幻/惊悚	7.9		2018-09-07		Freaks			英语	5119	C			暂无						美国		
危机：龙潭之战	电影	动作/战争/剧情	7.1		2019-08-08		Danger Close: The Battle of Long Tan			英语	7031	B			暂无						澳大利亚		
很便宜，千里马超市	韩剧	剧情	8.7		2019-09-20		쌉니다 천리마마트	tvN		韩语		A			韩迷字幕组						韩国		
你失去的部分	电影	动作/剧情/惊悚	7.9		2019-10-04		The Parts You Lose			英语	5237	B			暂无						加拿大		
城堡石	美剧	恐怖/惊悚/悬疑	8.1		2018-07-25 周三		Castle Rock	Hulu		英语		C			人人影视字幕组						美国		
狙击手的战争	电影	战争	7.2		2018-02-01		A Sniper's War			俄语	6872				暂无						俄罗斯		
最完美的离婚	日剧	剧情/喜剧/爱情	9.3		2013-01-10 周四		Saikou no Rikon	富士		日语		A			人人影视字幕组						日本		
漫威超级英雄大冒险之冰霜大作战	电影	科幻/动画	9.2		2015-12-11 周五		Marvel Super Hero Adventures: Frost Fight!			英语	1240	A			暂无						美国		
生化危机6：终章	电影	动作/科幻/恐怖/惊悚	7.3		2017-02-24 周五		Resident Evil: The Final Chapter			英语	5982				暂无						美国		
阿尼阿拉号	电影	剧情/科幻	7.7		2018-09-07		Aniara			英语/西班牙语	5621	D			暂无						美国		
冲击真相	电影	惊悚	7.4		2019-06-22		Strange But True			英语	6375	B			暂无						加拿大		
千尸屋3	电影	恐怖	5.8		2019-09-18		3 from Hell			英语	9088	E			暂无						美国		
致命女人	美剧	剧情/喜剧	9.0		2019-08-16 周五		Why Women Kill	CBS All Access		英语		C			人人影视字幕组						美国		
毁灭战士：灭绝	电影	动作/科幻/恐怖	3.9		2019-10-01		Doom: Annihilation			英语	10026	C			暂无						美国		
女毒枭	西剧	剧情	7.6		2019-11-01 周五		Hache	Netflix		西班牙语		C			NETFLIX官方中字						西班牙		
狄金森	美剧	剧情/喜剧/传记	8.3		2019-11-01 周五		Dickinson	Apple TV+		英语		B			人人影视字幕组						美国		
破晓	美剧	剧情/悬疑/丧尸	6.8		2019-10-24 周四		Daybreak	Netflix		英语		D			NETFLIX官方中字						美国		
哈林教父	美剧	剧情	8.9		2019-09-30 周一		The Godfather of Harlem	EPIX		英语		C									美国		
喷火	电影	战争/历史/纪录	7.4		2018-07-17		Spitfire			英语	6334	A			暂无						英国		
八墓村	日剧	悬疑	6.2		2019-10-12 周六		Yatsu Hakamura	NHK		日语		A			人人影视字幕组						日本		
极限逃生	电影	动作/喜剧/灾难	8.0		2019-07-31		엑시트			韩语	4664	B			暂无						韩国		
临床犯罪学者・火村英生的推理 2019	日剧	剧情/悬疑	7.8		2019-09-29		火村英生的推理2019 臨床犯罪学者 火村英生の推理2019	其他		日语		A			幻月字幕组						日本		
军法	美剧	剧情	7.6		2019-04-10 周三		The Code	CBS		英语		B			拉风字幕组						美国		
天气之子	电影	爱情/动画	8.8		2019-11-01		天気の子			日语	2198				暂无						日本		
贼王	电影	动作/剧情	7.1		2018-09-14		King of Thieves			英语	6932	B			暂无						英国		
地狱厨房	电影	动作/剧情/科幻	5.9		2019-08-09		The Kitchen			英语	9007	D			暂无						美国		
湾畔倾情	美剧	剧情/爱情	8.3		2016-08-15 周一		Chesapeake Shores	其他		英语		A			人人影视字幕组					0day	美国		
我们的男孩	美剧	剧情	7.6		2019-08-13 周二		Our Boys	HBO		英语		C			人人影视字幕组						美国		
Doctor-Y 4 外科医・加地秀树	日剧	剧情	6.7		2019-10-06		第四季 ドクターY～外科医・加地秀樹～	朝日		日语		A			幻月字幕组						日本		
叶卡捷琳娜大帝	俄剧	历史/传记	8.7		2014-11-24		Екатерина	其他		俄语		B									俄罗斯		
大师	电影	剧情	7.1		2012-10-12 周五		The Master			英语	6824				暂无						美国	The Weinstein Company LLC	
优雅的家	韩剧	剧情/爱情	8.0		2019-08-21		우아한가	其他		韩语		A			韩迷字幕组						韩国		
加布丽埃勒的成人漫画	电影	剧情/喜剧/爱情	4.3		2017-06-29		The Book of Gabrielle			英语	9891	C			暂无						英国		
真相捕捉	英剧	剧情/惊悚/悬疑	9.2		2019-09-04 周三		The Capture	BBC		英语		B			人人影视字幕组					0day	英国		
喋血战士	电影	动作/剧情	7.4		2020-02-21		Bloodshot			英语	6377				暂无						美国		
猩球崛起3：终极之战	电影	动作/剧情/科幻	7.2		2017-09-15		War for the Planet of the Apes			英语	6226				暂无						美国		
瞒天过海：美人计	电影	剧情/喜剧/偶像/幽默	7.4		2018-06-08 周五		Ocean's Eight			英语	5773	A			暂无						美国		
升级	电影	动作/科幻/暴力/血腥/惊悚/悬疑	8.6		2018-03-10		Upgrade			英语	2438				暂无						澳大利亚		
水形物语	电影	剧情/冒险	6.4		2018-03-16 周五		The Shape of Water			英语	7484				暂无						美国	福斯探照灯	
三块广告牌	电影	剧情/罪案	8.0		2017-11-10 周五		Three Billboards Outside Ebbing, Missouri			英语	3653				暂无						美国	福斯探照灯公司 / Blueprint Pictures / Film 4	
继承	美剧	剧情	8.4		2018-06-04 周一		Succession	HBO		英语		C			Fantopia字幕组					3day	美国		
传教士	美剧	剧情/魔幻/冒险	9.0		2016-05-23 周一		Preacher	AMC		英语		C			人人影视字幕组						美国		
极地恶灵	美剧	剧情/恐怖	7.6		2018-03-27 周二		The.Terror	AMC		英语		C			人人影视字幕组						美国		
南方公园	动画	动画	9.5		1997-08-14 周四		South Park	Comedy Central		英语		C			人人影视字幕组					不详	美国		
潘多拉	美剧	剧情/科幻	5.1		2019-07-17 周三		Pandora	CW		英语		B			人人影视字幕组					0day	美国		
血亲	电影	恐怖	7.1		2019-09-20		Bloodline			英语	7019	D			暂无						美国		
前哨	美剧	动作/魔幻/冒险	6.0		2018-07-11 周三		The Outpost	CW		英语		B			人人影视字幕组					0day	美国		
信用欺诈师JP -浪漫篇-	电影	剧情/喜剧	8.7		2019-05-17 周五		The Confidenceman JP Romansu Hen			日语	2545	B			暂无						日本		
橘子郡男孩	美剧	生活/偶像/青春	9.1		2003-03-12 周三		THE OC	FOX		英语		A									美国		
馈联	美剧	剧情/科幻	6.1		2019-11-22		The Feed	Amazon		英语		C			人人影视字幕组						美国		
世界之战	英剧	科幻	6.1		2019-11-18 周一		The War Of The Worlds	BBC		英语		B			人人影视字幕组					0day	英国		
好莱坞往事	电影	剧情/传记	6.5		2019-10-25 周五		Once Upon a Time In Hollywood			英语	7820	C			暂无						美国		
舍伍德传奇	动画	动作/战争/剧情/史诗/冒险/动画/灾难/传记	7.7		2019-03-06		Sherwood	其他		英语		A			甜饼字幕组						美国		
神奇女侠2	电影	动作/冒险	0.0		2020-06-05		Wonder Woman 1984			英语	10892				暂无						美国		
华尔街之狼	电影	剧情/罪案	8.9		2013-11-05 周二		The Wolf of Wall Street			英语	112				暂无						美国	派拉蒙影业公司	
我的一级兄弟	电影	喜剧	7.1		2019-05-01		나의 특별한 형제			韩语	7037				暂无						韩国		
大叔之爱-in the sky-	日剧	爱情	8.3		2019-11-02 周六		Ossan's Love-in the sky-	朝日		日语		A			人人影视字幕组						日本		
被关注的话就完蛋了	日剧	悬疑	7.3		2019-10-27 周日		Follow Saretara Owari	其他		日语		B			人人影视字幕组						日本		
超人前传	美剧	偶像/青春/科幻/冒险	9.1		2001-09-13 周四		Smallville	CW		英语		A									美国		
周六夜现场	真人秀	真人秀	9.4		1986-08-01 周五		Saturday Night Live	NBC		英语		C			艾森闹字幕组					非周播	美国		
看见	美剧	剧情/科幻	8.1		2019-11-01		See	Apple TV+		英语		D			人人影视字幕组						美国		
旺达·幻视	美剧	动作/科幻/爱情	0.0		2020		Wanda Vision	Disney+		英语		B									美国		
夏目友人帐：结缘空蝉	电影	剧情/动画	9.2		2019-03-07		劇場版 夏目友人帳 ～うつせみに結ぶ～			日语	1164	A			暂无						日本		
黑暗物质	英剧	战争/剧情/魔幻/爱情	8.3		2019-11-04 周一		His Dark Materials	BBC		英语		C			人人影视字幕组					0day	英国		
黑道好莱坞	美剧	动作/剧情/喜剧/暴力/罪案/幽默	9.0		2017-08-13		Get Shorty	EPIX		英语		D			Classic字幕组					非周播	美国		
他们已不再变老	电影	战争/历史	8.9		2019-11-11		They Shall Not Grow Old			英语	2000	C			暂无						英国		
我为卿狂	美剧	喜剧	8.0		1992-09-24 周四		Mad About You	其他		英语		A			人人影视字幕组						美国		
百万日元的女人们	日剧	悬疑	7.7		2017-04-07		100万円の女たち	东京台		日语		B			幻月字幕组					补剧中	日本		
绿皮书	电影	剧情/喜剧/传记	8.9		2019-03-01		Green Book			英语	1951	A			暂无						美国		
SICK'S 厩乃抄	日剧	科幻/悬疑	5.5		2019-03-22 周五		SICK'S Kyunosyou	其他		日语		B			人人影视字幕组						日本		
节哀顺变	美剧	剧情	7.4		2018-09-19 周三		Sorry for Your Loss	其他		英语		B			Classic字幕组						美国		
悠长假期	日剧	爱情	9.3		1996-04-15 周一		Long.Vacation	富士		日语											日本		
东京爱情故事	日剧	爱情	9.4		1991-01-07 周一		Tokyo Love Story	富士		日语		A									日本		
局内人2	电影	动作	6.7		2019-09-24		Inside Man: Most Wanted			英语	7735	D			暂无						美国		
黑衣人：全球追缉	电影	动作/喜剧/科幻	5.9		2019-06-14		Men in Black International 			英语	8620	B			暂无						美国		
名侦探柯南：绀青之拳	电影	悬疑/动画	7.1		2019-09-13		名探偵コナン 紺青の拳			日语	6952	A			暂无						日本		
82年生的金智英	电影	剧情	8.3		2019-10-14		82년생 김지영			韩语	3793	A			暂无						韩国		
奇妙的家族	电影	喜剧/恐怖/丧尸	7.1		2019-02-13		기묘한 가족			韩语	7026	C			暂无						韩国		
侍女的故事	美剧	剧情	8.6		2017-04-27 周四		The Handmaid's Tale	Hulu		英语		C			人人影视字幕组					0day	美国		
与你徒然	电影	剧情	5.3		2019-03-08		君と、徒然			日语	9487	A			暂无						日本		
我的事说来话长	日剧	生活	9.2		2019-10-12 周六		Ore no Hanashi wa Nagai	NTV		日语		A			人人影视字幕组						日本		
迷失太空	美剧	科幻/悬疑	6.9		2018-04-13 周五		Lost in Space	Netflix		英语		B			人人影视字幕组						美国		
伊莉莎与玛瑟拉	电影	剧情/爱情/传记	7.2		2019-02-13		Elisa y Marcela			西班牙语	6894	C			暂无						西班牙		
Miss事故调～天才‧天之教授的调查档案～	日剧	剧情/悬疑	5.2		2019-10-18 周五		ミス・ジコチョー～天才・天ノ教授の調査ファイル～	NHK		日语		A			弯弯字幕组					3day	日本		
Nippon Noir －刑警Y的叛乱－	日剧	悬疑/罪案	6.7		2019-10-13 周日		Nippon Noir Keiji Y no Hanran	NTV		日语		B			人人影视字幕组						日本		
卧槽 (羞耻·比利时版)	比利时剧	生活/青春/爱情	8.6		2018-10-06 周六		WtFock	其他		其他		C			BZD不着调字幕组					停播中	其他		
绅士	电影	动作	8.4		2020-01-24		The Gentlemen			英语	3576				暂无						美国		
凡妮莎海辛	美剧	动作/科幻	7.2		2016-09-24 周六		Van Helsing	Syfy		英语		B			深影字幕组						美国		
甜蜜蜜剧场	美剧	剧情/生活/爱情	8.7		2019-01-06 周日		哈哈	其他		英语		A			拉风字幕组					1day	美国		
名姝	美剧	剧情	8.7		2017-03-30 周四		Harlots	Hulu		英语		C			人人影视字幕组					0day	美国		
尼斯大冒险	电影	喜剧/冒险/动画	8.6		2019-12-28		Manou the Swift			英语	3026				暂无						德国		
一级方程式：疾速争胜	美剧	纪录/体育/传记	9.6		2019-03-08		Formula 1: Drive to Survive	Netflix		英语		A			NETFLIX官方中字						美国		
多哥	电影	剧情	9.2		2019-12-13		Togo			英语	1087	A			暂无						美国		
教宗的承继	电影	剧情	9.0		2019-08-31		The Two Popes			英语	1720	A			暂无						英国		
心愿房间	电影	剧情/科幻/悬疑	7.3		2019-04-15		The Room			英语	6582	B			暂无						法国		
天空中的露西	电影	剧情/科幻	5.6		2019-09-11		Lucy in the Sky			英语	9215	A			暂无						美国		
代号8	电影	科幻	6.7		2019-12-13 周五		Code 8			英语	7629	B			暂无						加拿大		
早间新闻	美剧	剧情	8.9		2019-09-27 周五		The Morning Show	Apple TV+		英语		B			AppleTV+官方中字						美国		
第二次约会性指南	电影	爱情	6.5		2019-10-31		A Guide to Second Date Sex			英语	8021	D			暂无						英国		
透视梵蒂冈	纪录片	纪录	8.5		2019-10-07 周一		BBC.Inside.the.Vatican.2019	BBC		英语		A			人人影视字幕组					非周播	英国		
泰坦	美剧	动作/冒险	8.4		2018-10-13 周六		Titans	DC Universe		英语		D			人人影视字幕组						美国		
王冠	美剧	剧情/历史	9.2		2016-11-05 周六		The Crown	Netflix		英语		A			人人影视字幕组						美国		
神之一手	电影	动作/剧情/惊悚	6.3		2014-07-03 周四		The Divine Move			韩语	8085	B			暂无						韩国		
三位一体	电影	剧情	5.3		2019-10-24 周四		Trinity Sunday			英语	9406	B			暂无						俄罗斯	Maze Films	
还是结不了婚的男人	日剧	喜剧	9.0		2019-10-08 周二		Mada Kekkon Dekinai Otoko	富士		日语		A			人人影视字幕组						日本		
节日快乐就好	美剧	喜剧	7.1		2019-11-28 周四		Merry Happy Whatever	Netflix		英语		A									美国		
浪客行	韩剧	动作/喜剧/爱情	8.7		2019-09-20 周五		배가본드	SBS		韩语					韩迷字幕组						韩国		
平行世界·爱情故事	电影	剧情	6.4		2019-05-31 周五		Parareru Warudo Rabusutori			日语	8160	B			暂无						日本		
王者天下	电影	剧情/古装	6.5		2019-04-19 周五		Kingdom			日语	7983	B			暂无						日本		
高堡奇人	美剧	剧情/历史/悬疑	9.0		2015-11-21 周六		The Man in the High Castle	Amazon		英语/日语		C			人人影视字幕组						美国		
信条	电影	动作/剧情/惊悚	0.0		2020-07-17		Tenet			英语	10879	C			暂无						美国		
猫不可杀不可辱：网络杀手大搜捕	纪录片	纪录	8.7		2019-12-18 周三		Dont Fuck with Cats Hunting an Internet Killer	Netflix		英语		B			NETFLIX官方中字						美国		
金翅雀	电影	剧情	7.2		2019-09-08		The Goldfinch			英语	6597	B			暂无						美国		
准备好了没	电影	惊悚	7.8		2019-08-23		Ready or Not			英语	5298	C			暂无						美国		
伯纳黛特你去了哪	电影	剧情/喜剧/悬疑	7.4		2019-08-16		Whered.You.Go.Bernadette			英语	6331	A			暂无						美国		
权力的游戏	美剧	战争/剧情/魔幻/历史/古装/史诗	9.4		2011-04-17 周日		Game of Thrones	HBO		英语		E			人人影视字幕组						美国		
官方机密	电影	剧情/惊悚/传记	7.7		2019-08-30 周五		Official Secrets			英语	5622	B			暂无						英国		
中间人先生	美剧	动作/喜剧/暴力/血腥/惊悚	8.6		2018-09-26 周三		Mr Inbetween	FX		英语		C			Classic字幕组						美国		
另一种爱情	其他剧	剧情	7.4		2019-09-22 周日		JUST ANOTHER LOVE STORY	其他		英语		C			橘里橘气字幕组					不详	其他		
金色荣耀	电影	剧情/传记	7.0		2019-12-13		Gold			印度语	7338	A			暂无						印度		
007：无暇赴死	电影	动作/惊悚	0.0		2020-04-02		No Time to Die			英语	10603				暂无						英国		
纽约的一个雨天	电影	爱情	7.8		2019-04-01 周一		A Rainy Day in New York			英语	5404	A			暂无						美国		
莉香	日剧	剧情/惊悚/悬疑	5.8		2019-10-05 周六		リカ	富士		日语		B			弯弯字幕组					3day	日本		
职责/羞耻	英剧	剧情	7.8		2019-10-18 周五		Giri/Haji	BBC		英语/日语		B			人人影视字幕组					0day	英国		
钢铁侠：装甲大冒险	美剧	动画	6.7		2009-04-25 周六		Iron Man Armored Adventures 	其他		英语		A									美国		
矶野家的人们～20年后的海螺小姐～	日剧	剧情	7.2		2019-11-24 周日		Isonoke no Hitobito 20nengo no Sazaesan	富士		日语		A			人人影视字幕组						日本		
X战警：黑凤凰	电影	动作/科幻/冒险	6.1		2019-06-06 周四		X-Men: Dark Phoenix			英语	8301	B			暂无						美国		
杀死伊芙	美剧	惊悚	9.0		2018-04-09 周一		Killing Eve	BBC America		英语		C			ANON匿名字幕组					0day	美国		
104号房间	美剧	剧情/惊悚/悬疑	6.8		2017-07-28		Room 104	HBO		英语		E			人人影视字幕组						美国		
白桦树	美剧	恐怖	7.9		2019-10-12 周六		The Birch	Facebook Watch		英语		C			人人影视字幕组						美国		
帕瓦罗蒂	电影	剧情/传记	7.9		2019-06-07		Pavarotti			英语	5251	A			暂无						英国		
正义的慈悲	电影	剧情	0.0		2020-01-10 周五		Just Mercy			英语	10939				暂无						美国		
愤怒的小鸟2	电影	喜剧/冒险/动画	8.3		2019-08-16		The Angry Birds Movie 2			英语	3787				暂无						美国		
查理和巧克力工厂	电影	喜剧/生活/科幻/冒险	9.4		2005-07-15 周五		Charlie and the Chocolate Factory			英语	598				暂无						英国		
仲夏夜惊魂	电影	剧情/恐怖/惊悚/悬疑	6.6		2019-08-09		Midsommar			英语	7863	E			暂无						美国		
紫色女郎	电影	剧情	7.0		2019-01-25		Ms. Purple			英语	7206	D			暂无						美国		
爱玛	电影	剧情/喜剧	6.7		2020-02-14		Emma			英语	7802				暂无						美国		
糟糕历史	纪录片	喜剧/纪录/古装/幽默	9.5		2009-04-17 周五		Horrible Histories	BBC		英语		A			人人影视字幕组					补剧中	英国		
偶然发现的一天	韩剧	爱情	8.9		2019-10-02		어쩌다 발견한 하루	MBC		韩语		A			韩迷字幕组						韩国		
僵尸逃生船	英剧	喜剧	7.8		2019-10-09 周三		Zomboat	ITV		英语		B			人人影视字幕组					0day	英国		
逍遥法外	美剧	剧情/惊悚/律政/罪案	8.9		2014-09-26 周五		How to Get Away with Murder	ABC		英语		C			人人影视字幕组					0day	美国		
腌黄瓜先生	美剧	恐怖/动画	8.5		2019-11-17		Mr. Pickles	Adult Swim		英语		E			人人影视字幕组					补剧中	美国		
清道夫	美剧	动作/剧情/生活/暴力/罪案/幽默	9.1		2013-07-01 周一		Ray Donovan	Showtime		英语		D			人人影视字幕组					0day	美国		
BBC.英国皇家科学院圣诞讲座.2019.秘密与谎言	纪录片	纪录	8.1		2019-12-26 周四		BBC.RICL.2019.Secrets.and.Lies	BBC		英语		A			人人影视字幕组					补剧中	英国		
恋之酒滴	电影	剧情/爱情	7.4		2018-10-20		恋のしずく			日语	6372	B			暂无						日本		
与我跳舞	电影	剧情/喜剧/歌舞	7.7		2019-06-15		ダンスウィズミー			日语	5704	A			暂无						日本		
蝙蝠侠：黑暗骑士崛起	电影	动作/剧情/惊悚/悬疑/罪案	9.3		2012-07-20 周五		The Dark Knight Rises			英语	44				暂无						美国	华纳	
原钻	电影	剧情/喜剧/惊悚/悬疑	7.2		2019-08-30		Uncut Gems			英语	6866				暂无						美国		
美式主妇	美剧	喜剧/生活	8.5		2016-10-12 周三		American Housewife 	ABC		英语		A			人人影视字幕组						美国		
追缉者	英剧	剧情	6.2		2015-06-10		The Interceptor	BBC		英语		C			玄字幕组					非周播	英国		
星球大战：抵抗组织	美剧	动画	6.7		2018-10-08 周一		Star Wars: Resistance	Disney		英语		A			人人影视字幕组					0day	美国		
心理测量者	动画	动作/科幻/罪案/动画	9.3		2012-10-11 周四		PSYCHO-PASS	其他		日语		B			甜饼字幕组						日本		
蓝与黑	电影	动作/剧情/惊悚	6.9		2019-09-21		Black and Blue			英语	7422	B			暂无						美国		
德古拉	英剧	剧情/魔幻/恐怖/惊悚/悬疑	5.8		2020-01-01		Dracula	BBC ONE		英语		D									英国		
灵异女仆	美剧	剧情/恐怖/惊悚	7.6		2019-11-28 周四		Servant	Apple TV+		英语		C			AppleTV+官方中字						美国		
萨布丽娜的惊心冒险	美剧	剧情/生活/偶像/青春/魔幻/恐怖/惊悚/爱情/冒险/幻想	7.9		2018-10-26 周五		Chilling Adventures of Sabrina	Netflix		英语		C			人人影视字幕组					0day	美国		
奥斯曼帝国的崛起	土剧	剧情/历史/纪录	6.2		2020-01-24		Ottoman Rising	Netflix		英语		B									土耳其		
比翼三飞	电影	剧情/喜剧/生活/爱情	5.6		2018-10-26		Two in the Bush: A Love Story			英语	9197	C			暂无						美国		
拉字至上：Q世代	美剧	剧情/爱情	8.9		2019-12-09 周一		The L Word: Generation Q	Showtime		英语		E			人人影视字幕组						美国		
浮现	美剧	剧情	7.3		2019-09-25 周三		Emergence	ABC		英语		B			人人影视字幕组						美国		
邪恶	美剧	恐怖/惊悚/悬疑	8.2		2019-09-27 周五		Evil	CBS		英语		B			人人影视字幕组						美国		
九歌	电影	剧情/青春/爱情	7.7		2004-01-13 周二		9 Songs			英语	5505	E			暂无						英国		
隐藏的基佬	越剧	偶像/爱情/真人秀/综艺	6.0		2018-11-15 周四		hidden gay	其他		其他		A			宅基地字幕组					不详	越南		
与神同行	电影	剧情	7.8		2017-12-20		신과함께-죄와 벌			韩语	5280	B			暂无						韩国		
夺命大夜班	电影	恐怖/惊悚/悬疑	5.8		2018-11-30		Nightshift			英语	9078	B			暂无						美国		
过来人	挪威剧	剧情/科幻	7.9		2019-08-22 周四		Beforeigners	HBO		其他		E			自由译者联盟					补剧中	其他		
恶宅	电影	恐怖/惊悚	5.5		2017-01-01 周日		The Hatred			英语	9295	C			暂无						美国		
半泽直树	日剧	剧情	9.6		2013-07-07 周日		Hanzawa Naoki	TBS		日语		A			人人影视字幕组						日本		
麻辣拳拳	泰剧	喜剧/爱情	6.2		2019-10-24 周四		สะใภ้TKO	其他		泰语		A			弯弯字幕组					2day	泰国		
终结者：黑暗命运	电影	动作/科幻/冒险	7.7		2019-11-01		Terminator: Dark Fate			英语	5270	B			暂无						美国		
诉讼双雄	美剧	律政	9.2		2011-03-23 周三		Suits	USA		英语		B			人人影视字幕组						美国		
昨日的美食	日剧	生活	9.0		2019-04-05 周五		Kinou Nani Tabeta	东京台		日语		A			人人影视字幕组						日本		
大于或等于75度	韩剧	剧情	7.2		2019-12-10 周二		≥75℃	其他		韩语		A			橘里橘气字幕组					不详	韩国		
末日病毒	电影	剧情/恐怖/惊悚	7.0		2009-08-18 周二		Carriers			英语	7074	B			暂无						美国		
新夏威夷神探	美剧	动作	7.7		2018-09-25 周二		Magnum P.I	CBS		英语		B			译制组						美国		
海军罪案调查处	美剧	剧情/罪案	9.5		2003-09-25 周四		NCIS	CBS		英语		B			深影字幕组						美国		
双子杀手	电影	动作/惊悚/枪战	6.9		2019-10-18 周五		Gemini Man			英语	7115	A			暂无						美国	派拉蒙影业	
故乡：塞勒姆堡	美剧	战争/剧情	0.0		2020-03-19 周四		Motherland: Fort Salem	FREEFORM		英语		C			人人影视字幕组					0day	美国		
黑狗	韩剧	剧情	7.5		2019-12-16		블랙독	tvN		韩语		A			女汉子字幕组						韩国		
牧师神探	英剧	悬疑/罪案	8.4		2014-10-06 周一		Grantchester	ITV		英语		B			X字幕组						英国		
巨鳄风暴	电影	剧情/惊悚/灾难	6.1		2019-09-12		Crawl			英语	8405	B			暂无						美国		
无限火车	美剧	动画	8.1		2019-07-23 周二		Infinity Train	Cartoon Network		英语		A			人人影视字幕组						美国		
现代弥赛亚	美剧	剧情	8.1		2020-01-01 周三		Messiah	Netflix		英语		C			NETFLIX官方中字						美国		
阿基米德大战	电影	战争	6.9		2019-07-26 周五		Archimedes no Taisen			日语	7344	A			暂无						日本	东宝	
BBC.七个世界.一个星球	纪录片	纪录	8.8		2019-10-28		BBC.Seven.Worlds.One.Planet	BBC		英语		A			人人影视字幕组					补剧中	英国		
皇后与瘦子	电影	剧情	6.2		2019-11-27		Queen & Slim			英语	8366	B			暂无						加拿大		
好兆头	美剧/英剧	剧情/喜剧/魔幻	9.2		2019-06-01 周六		Good Omens	Amazon		英语		B			人人影视字幕组					0day	英国		
酷妹辣皇后	美剧	喜剧	8.2		2020-01-10 周五		AJ and the Queen	Netflix		英语		A			NETFLIX官方中字						美国		
美国众神	美剧	剧情	8.4		2017-05-01 周一		American Gods	Starz		英语		D			人人影视字幕组					0day	美国		
小美国	美剧	喜剧	7.0		2020-01-18 周六		Little America	Apple TV+		英语		B			人人影视字幕组					0day	美国		
小丑回魂：第二章	电影	恐怖	7.8		2019-09-06		It: Chapter Two			英语	5305	C			暂无						美国		
尤利	电影	剧情/传记	7.0		2018-09-23		Yuli			西班牙语	7337	A			暂无						西班牙		
运动员：我沉溺于他的日子	电影	生活/青春/爱情	5.9		2019-07-26 周五		アスリート～俺が彼に溺れた日々～			日语	9019	B			暂无						日本		
棒球大联盟	韩剧	剧情	9.2		2019-12-14 周六		스토브리그	SBS		韩语		A			韩迷字幕组						韩国		
玛格丽塔	电影	剧情/喜剧	8.0		2012-04-01		Margarita			英语	5059	B			暂无						加拿大		
大帝	英剧	剧情	0.0		2020-05-15		The Great	Hulu		英语											英国		
巧克力	韩剧	剧情	7.7		2019-11-30 周六		초콜릿	JTBC		韩语		A			韩迷字幕组						韩国		
性教育	英剧	剧情/喜剧/青春	9.2		2019-01-11 周五		Sex Education	Netflix		英语		E			人人影视字幕组					0day	英国		
隔离死城	美剧	剧情/惊悚/悬疑/冒险	8.5		2016-04-20 周三		Containment	CW		英语		B			人人影视字幕组						美国		
李栋旭想做脱口秀	韩剧	综艺	8.2		2019-12-04		이동욱은 토크가 하고 싶어서	SBS		韩语		A			幻想乐园字幕组						韩国		
班克罗夫特	英剧	悬疑/罪案	7.7		2017-12-11 周一		Bancroft	ITV		英语		D			玄字幕组					不详	英国		
东京大饭店	日剧	生活	9.2		2019-10-20 周日		Grand Maison Tokyo	TBS		日语		A			人人影视字幕组						日本		
孤独的美食家 第八季	日剧	生活	9.3		2019-10-01 周二		Kodoku no Gurume Season8	东京台		日语		A			人人影视字幕组						日本		
京都小住。	日剧	生活	7.6		2019-12-29 周日		Chokotto Kyoto ni Sundemita	东京台		日语		A			人人影视字幕组						日本		
圣诞怪杰	电影	喜剧	9.1		2000-11-17 周五		How the Grinch Stole Christmas			英语	1470	B			暂无						美国		
去年圣诞	电影	喜剧/爱情	7.4		2019-11-08		Last Christmas			英语	6351	B			暂无						英国		
白烂贱客2	电影	喜剧	6.2		2019-10-15		Jay and Silent Bob Reboot			英语	8318	C			暂无						美国		
谎言大师	电影	剧情	7.9		2019-11-15		The Good Liar			英语	5187	B			暂无						美国		
沉睡魔咒2：恶魔夫人	电影	冒险	6.9		2019-10-18		Maleficent: Mistress of Evil			英语	7250	B			暂无						美国		
爱尔兰人	电影	暴力/罪案	8.9		2019-11-28 周四		The Irishman			英语	1541	C			暂无						美国		
酷刑报告	电影	剧情	7.0		2019-01-26		The Report			英语	7244	D			暂无						美国		
寄生虫	电影	剧情	8.0		2019-05		기생충			韩语	3719	C			暂无						韩国		
星际探索	电影	科幻/悬疑/冒险	5.8		2019-09-20		Ad Astra			英语	8987	A			暂无						美国		
完美一夜情	电影	剧情/喜剧	5.1		2020-02-15 周六		완벽한 원나잇			韩语	9572	B			暂无						韩国		
报复	美剧	剧情	7.8		2019-12-06		Reprisal	Hulu		英语		C			人人影视字幕组					0day	美国		
突然家人	美剧	剧情	7.3		2019-10-02		Almost Family	FOX		英语		B			人人影视字幕组					0day	美国		
狂躁节拍	电影	剧情	6.8		2019-01-24		Beats			英语	7615	B			暂无						英国		
桥	丹麦瑞典合拍	悬疑	9.0		2011-09-21 周三		Bron	其他		其他		C			玄字幕组					停播中	其他		
终生	美剧	剧情	6.3		2020-02-12 周三		For Life	ABC		英语		B									美国		
了不起的麦瑟尔女士	美剧	剧情/喜剧	8.8		2017-11-29 周三		The Marvelous Mrs. Maisel	Amazon		英语		C			拉风字幕组						美国		
