name	kind	style	score	score_counts	first_release_time	play_status	official_name	tv_station	school	language	station_ranking	level	resource_views	collect_counts	translator	scenarist	starring	alias	director	cycle	area	company	imdb
你	美剧	剧情/悬疑/爱情	8.8		2018-09-10 周一		YOU	Netflix		英语		C			自由译者联盟						美国		
纳粹猎人	美剧	剧情	6.9		2020-02-21 周五		Hunters	Amazon		英语		D			Amazon官方中字						美国		
毒枭：墨西哥	美剧	动作/剧情	9.2		2018-11-16 周五		Narcos: Mexico	Netflix		英语		D			人人影视字幕组						美国		
情理法的春天	美剧	罪案	8.3		1993-01-31 周日		Homicide: Life on the Street	NBC		英语					译制组					补剧中	美国		
基督圣体	电影	剧情	6.6		2019-08-29		Boże Ciało			其他	7931	A			暂无						美国		
爆炸新闻	电影	剧情/传记	7.6		2019-11-27		Bombshell			英语	5768	B			暂无						加拿大		
美好事物	美剧	喜剧	8.3		2016-09-09 周五		Better Things	FX		英语		B			UnIon字幕组						美国		
利刃出鞘	电影	剧情/惊悚/悬疑	8.6		2019-11-27		Knives Out			英语	2482	C			暂无						美国		
爹来靠	电影	喜剧/恐怖/惊悚	6.2		2019-04-25		Come to Daddy			英语	8357	A			暂无						加拿大		
良知堡垒	电影	剧情	6.7		2018-01-31		The Public			英语	7788	A			暂无						美国		
杰克茜	电影	喜剧	7.1		2019-10-11		Jexi			英语	7016	D			暂无						美国		
维京传奇	美剧	动作/战争/历史	9.1		2013-03-03 周日		Vikings	历史频道		英语		D			人人影视字幕组						美国		
泰勒·斯威夫特：美国小姐	演唱会	偶像	8.9		2020-01-31		Taylor Swift: Miss Americana	Netflix		英语		A			人人影视字幕组						美国		
流感	电影	动作/剧情	8.1		2013-08-15 周四		The Flu 			韩语	4067	B			暂无						韩国	"iLoveCinema	iFilm Co. Ltd."	
多力特的奇幻冒险	电影	喜剧	6.0		2020		Dolittle			英语	8704	A			暂无						美国		
变形金刚：领袖之证	动画	动作/冒险/动画	8.7		2010-10-26		Transformers Prime	其他		英语		A			甜饼字幕组						美国		
陌生人	英剧	剧情/罪案	7.0		2020-01-30 周四		The Stranger	Netflix		英语		B			人人影视字幕组					0day	英国		
凶鬼恶灵	美剧	魔幻/恐怖/惊悚/冒险	9.3		2005-09-14 周三		Supernatural	CW		英语		C			人人影视字幕组						美国		
黑色童话	美剧	剧情/惊悚	8.5		2018-11-01 周四		Tell Me a Story	CBS All Access		英语		C			人人影视字幕组						美国		
危楼愚夫	电影	剧情	8.8		2014-12-11 周四		Durak			俄语	2267	B			暂无						俄罗斯		
超棒少年侦探所	澳剧	喜剧	6.6		2019-02-06 周三		第一季 The InBESTigators Season 1	Netflix		英语		A									澳大利亚		
血疫	美剧	剧情/科幻/惊悚	8.6		2019-05-28 周二		The Hot Zone	国家地理频道		英语		B			人人影视字幕组					1day	美国		
传染病	电影	剧情/科幻/惊悚	8.2		2011-09-09 周五		Contagion			英语/国语/粤语	3236	B			暂无						美国		
虎胆杀机	电影	动作	5.0		2019-12-06		Trauma Center			英语	9558	B			暂无						美国		
超能陆战队	美剧	动作/喜剧/动画	7.8		2017-11-21 周二		Big Hero 6: The Series	Disney		英语		A			人人影视字幕组						美国		
我私人的爱达荷	电影	剧情/爱情	9.0		1991-10-02 周三		My Own Private Idaho			英语	1665				暂无						美国		
诸神的黄昏	挪威剧	剧情	7.1		2020-01-31 周五		Ragnarok	Netflix		其他		C			UnIon字幕组						其他		
小镇疑案	英剧	剧情	7.7		2020-01-11 周六		Deadwater Fell	Channel 4		英语		B			人人影视字幕组						英国		
大政治家	美剧	喜剧	9.0		2019-09-27 周五		The Politician	Netflix		英语		B			人人影视字幕组					0day	美国		
绿野仙澳	澳剧	纪录	8.4		2019-03-15		Australia: Earth's Magical Kingdom	ABC		英语		A			深影字幕组						澳大利亚		
吻我	电影	剧情/生活/爱情	6.9		2011-07-29		Kyss mig			其他	7400	C			暂无						其他		
BBC 地平线	纪录片	纪录	9.4		1964-05-02 周六		BBC Horizon	BBC		英语		A			人人影视字幕组					非周播	英国		
电锯惊魂9：螺旋	电影	恐怖	0.0		2020-05-15		Spiral: From The Book Of Saw			英语	10801				暂无						美国		
2020年1月电影合集	电影	动作/剧情/喜剧/魔幻/科幻/暴力/血腥/恐怖/惊悚/悬疑/丧尸/传记	9.4		2020-01-31 周五		o(*￣▽￣*)ブ 			英语	376				暂无						美国		
请输入搜索词：WWW	韩剧	剧情	8.1		2019-06-05		검색어를 입력하세요: WWW	tvN		韩语		A			韩迷字幕组						韩国		
战争与我	德剧	战争/剧情	9.2		2019-09-01		第一季 Der Krieg und ich Season 1	其他		德语		B			弯弯字幕组					补剧中	德国		
长沙里：被遗忘的英雄们	电影	战争	4.3		2019-09-25		장사리 : 잊혀진 영웅들			韩语	9897	B			暂无						韩国		
企业动物	电影	喜剧/恐怖	5.5		2019-01-29		Corporate Animals			英语	9294	D			暂无						美国		
你好，德古拉	韩剧	剧情/生活	7.6		2020-02-17 周一		안녕 드라큘라	其他		韩语		B			弯弯字幕组					3day	韩国		
马男波杰克	动画	喜剧/动画	9.1		2014-08-23 周六		Bojack Horseman	其他		英语		C			人人影视字幕组					0day	美国		
校园时代	美剧	喜剧	8.0		2018-01-10 周三		Schooled	ABC		英语		A			人人影视字幕组						美国		
摩登家庭	美剧	喜剧	9.3		2009-09-24 周四		Modern Family	ABC		英语		B			人人影视字幕组					0day	美国		
祛魅	美剧	喜剧/魔幻/冒险/动画	8.8		2018-08-17 周五		Disenchantment	Netflix		英语		B			人人影视字幕组						美国		
猫和老鼠：火星之旅	电影	喜剧/动画	6.3		2005-05-10 周二		Tom and Jerry Blast Off to Mars!			英语	8286	A			暂无						美国		
宝贝男孩	电影	剧情	7.3		2019-01-25		Honey Boy			英语	6700	A			暂无						美国		
犯罪心理	美剧	剧情/悬疑/罪案	9.3		2005-09-23 周五		Criminal Minds	CBS		英语		B			人人影视字幕组					0day	美国		
逃跑	电影	恐怖/惊悚/悬疑	0.0		2020-05-08		Run			英语	10941				暂无						美国		
恶之华	电影	青春	6.5		2019-09-27 周五		Aku no Hana			日语	7980	C			暂无						日本	PHANTOM FILM	
随着时间的推移	巴剧	剧情/生活/青春	6.9		2015-07-13 周一		Além do Tempo 	其他		葡萄牙语		A			拉风字幕组					1day	巴西		
星星之火	美剧	剧情	0.0		2020-03-18		Little Fires Everywhere	Hulu		英语		A			人人影视字幕组					0day	美国		
洛城夜巡	电影	动作	6.6		2019-04-26		Crown Vic			英语	7858	B			暂无						美国		
神秘博士	英剧	科幻	9.2		2005-04-15 周五		Doctor Who	BBC		英语		B			人人影视字幕组					1day	英国		
亨特之谜	美剧	喜剧/青春/冒险	8.2		2017-03-12 周日		Hunter Street	Nickelodeon		英语		A			迪幻字幕组						美国		
绊脚石	美剧	动作/惊悚/悬疑	8.5		2019-10-16 周三		Treadstone	USA		英语		C			人人影视字幕组					0day	美国		
弗莱彻夫人	美剧	喜剧	8.3		2019-10-27		Mrs. Fletcher	HBO		英语		E			人人影视字幕组					0day	美国		
副本	美剧	科幻/惊悚/悬疑	8.2		2018-02-02 周五		Altered Carbon	Netflix		英语		E			人人影视字幕组						美国		
少年僵尸2	电影	喜剧/歌舞/爱情	6.6		2020-02-14		ZOMBIES 2			英语	7940	A			暂无						美国		
恋爱恐惧症	电影	喜剧/恐怖	5.3		2019-11-12		Philophobia: or the Fear of Falling in Love			英语	9484	A			暂无						美国		
柯利嘟嘟车	动画	动画	8.9		2020-01-04		Go! Go! Cory Carson	其他		英语		A			甜饼字幕组						美国		
8：一个南非恐怖故事	电影	恐怖	7.1		2019-07-20		8			英语	7034	C			暂无						美国		
灰猎犬号	电影	战争/剧情	0.0		2020-05-06		Greyhound			英语	10940				暂无						美国		
四个婚礼和一个葬礼	美剧	喜剧/爱情	7.9		2019-07-31		Four Weddings and a Funeral	Hulu		英语		B			人人影视字幕组					0day	美国		
女子无畏	美剧	剧情	8.0		2017-07-12 周三		The Bold Type	FREEFORM		英语		B			拉风字幕组						美国		
非我所愿	美剧	喜剧/冒险	8.3		2020-02-26 周三		I Am Not Okay with This	Netflix		英语		C			NETFLIX官方中字						美国		
黑帆	美剧	剧情/历史/冒险	9.2		2014-01-26 周日		Black Sails	Starz		英语		D			人人影视字幕组						美国		
脱罪律师	英剧	喜剧	8.5		2019-09-18 周三		Defending The Guilty	BBC		英语		A			人人影视字幕组						英国		
福尔摩斯：演绎法	美剧	悬疑/罪案	8.8		2012-09-28 周五		Elementary	CBS		英语		C			人人影视字幕组					0day	美国		
腐败	电影	惊悚	6.9		2019-05-10		The Corrupted			英语	7457	C			暂无						英国		
娃娃脸	美剧	喜剧	8.0		2019-11-15		Dollface	Hulu		英语		B			人人影视字幕组						美国		
异世浮生	电影	剧情/惊悚/悬疑	6.9		1990-11-02		Jacob's Ladder			英语	7479	B			暂无						美国		
电磁脉冲	电影	剧情/惊悚	8.0		2019-11-15		Radioflash			英语	5047	B			暂无						美国		
地下诊所	英剧	剧情	7.8		2019-09-13		Temple	Sky		英语		A			甜饼字幕组						英国		
碟中谍3	电影	动作/惊悚/冒险	8.0		2006-07-20		Mission: Impossible III			英语	5036	B			暂无						美国		
测试电影	电影	战争	9.1		2020-02-04 周二		TEST MOVIE			意大利语	1479	B			暂无						美国		
碟中谍2	电影	动作/惊悚/冒险	8.4		2002-11-28		Mission: Impossible II			英语	3609	B			暂无						美国		
地球百子	美剧	动作/剧情/科幻/灾难	8.2		2014-03-20 周四		The 100	CW		英语		B			人人影视字幕组						美国		
致所有我曾爱过的男孩2	电影	剧情/爱情	7.0		2020-02-12		To All The Boys: P.S. I Still Love You			英语	7466	A			暂无						美国		
毒枭矮子	墨剧	剧情	7.3		2017-07-05 周三		El Chapo	其他		西班牙语		C									墨西哥		
灰马酒店	英剧	悬疑	7.5		2020-02-10 周一		The Pale Horse	BBC		英语		C			人人影视字幕组					0day	英国		
神话任务：群鸦盛宴	美剧	喜剧	7.1		2020-02-07 周五		Mythic Quest: Raven's Banquet	Apple TV+		英语		B									美国		
吸血鬼后裔	美剧	惊悚/悬疑	8.3		2018-10-26 周五		Legacies	CW		英语		B			UnIon字幕组						美国		
碟中谍	电影	动作/谍战/冒险	8.7		1996-05-22 周三		Mission: Impossible			英语	1991	B			暂无						美国		
决战中途岛	电影	战争/剧情/历史	8.1		2019-11-08 周五		Midway			英语	4080	C			暂无						美国		
经典放映室	电影	动作/战争/剧情/喜剧/生活/惊悚/悬疑/爱情/传记	9.6		2020-01-21		Redo			英语	188	C			暂无						美国		
浪子神探	美剧	悬疑	8.2		2019-09-24 周二		Prodigal Son	FOX		英语		B			人人影视字幕组					0day	美国		
人生的另一天	电影	动画/传记	7.6		2018-05-11		Un día más con vida			英语	5948	A			暂无						美国		
看不见的客人	电影	惊悚/悬疑/罪案	8.7		2017-01-07 周六		Contratiempo			西班牙语	2093				暂无						西班牙		
无所作为	美剧	剧情/悬疑	0.0		2020-05		The Undoing	HBO		英语					人人影视字幕组					0day	美国		
反美阴谋	美剧	剧情	0.0		2020-03-17 周二		The Plot Against America	HBO		英语		D			人人影视字幕组						美国		
芬兰的汤姆	电影	剧情/传记	7.4		2017-02-24		Tom of Finland			其他	6383	D			暂无						其他		
联邦调查局	美剧	动作/剧情/罪案	7.1		2018-09-26 周三		FBI	CBS		英语		B			拉风字幕组						美国		
接线女孩	西剧	剧情	8.6		2017-04-28 周五		Las chicas del cable	Netflix		西班牙语		C			NETFLIX官方中字					不详	西班牙		
禁忌女孩	泰剧	剧情/血腥/惊悚/悬疑	8.3		2018-08-08		เด็กใหม่	Netflix		泰语		C			NETFLIX官方中字					补剧中	泰国		
女特工	电影	惊悚	6.1		2019-02-10		The Operative			英语	8341	C			暂无						美国		
上帝之鸟	美剧	剧情	5.9		2020-02-17 周一		The Good Lord Bird	Showtime		英语		C			人人影视字幕组						美国		
权欲	美剧	动作/剧情/惊悚/冒险	8.6		2014-06-08 周日		Power	Starz		英语		D			深影字幕组						美国		
从暗到明：电视与彩虹史	美剧	纪录	8.0		2020-02-14		Visible: Out on Television	Apple TV+		英语		A			AppleTV+官方中字						美国		
与神同行2：因与缘	电影	动作	7.5		2018-08-01		신과함께-인과 연			韩语	5983	B			暂无						韩国		
鲁贝之灯	电影	剧情/暴力/罪案	6.3		2019-05-22		Roubaix, une lumière			法语	8211	C			暂无						法国		
李尔王	英剧	剧情/古装	6.4		2016-04-22 周五		King Lear	BBC		英语		A			人人影视字幕组						英国		
爱情决胜点	电影	剧情/爱情	8.3		2005-12-28 周三		Match Point			英语	3734				暂无						美国		
西雅图夜未眠	电影	剧情/喜剧/爱情	9.0		1993-06-25 周五		Sleepless in Seattle			英语	1332	B			暂无						美国		
倒忌时	电影	恐怖/惊悚	6.6		2019-10-25		Countdown			英语	7864	C			暂无						美国		
爱在黎明破晓前	电影	剧情/爱情	9.1		1995-01-27 周五		Before Sunrise			英语	1017	B			暂无						美国		
掠夺者	电影	喜剧/科幻/恐怖	5.1		2019-03-12		Snatchers			英语	9557	C			暂无						美国		
新教宗	英剧	剧情	8.4		2020-01-12 周日		The New Pope	Sky		英语		D			人人影视字幕组					0day	英国		
灰姑娘：幸福之后	电视电影	喜剧/童话	7.1		2019-12-25 周三		Cinderella: After Ever After	Sky1		英语		A			人人影视字幕组					0day	英国		
随烟而飞	电影	喜剧	8.6		1978-09-15 周五		Up in Smoke			英语/西班牙语	3036	C			暂无						美国	 Paramount Pictures	
菜鸟老警	美剧	动作	9.1		2018-10-17 周三		The Rookie	ABC		英语		A			luckydag						美国		
奏冥曲	电影	恐怖/惊悚/悬疑	7.3		2018-11-15		The Sonata			英语	6764	B			暂无						英国		
女大法官金斯伯格	电影	传记	9.0		2018-01-21		RBG			英语	1843				暂无						美国		
告诉蜜蜂	电影	剧情	7.5		2018-09-09		Tell It to the Bees			英语	6138	B			暂无						英国		
工作细胞 特典	动画	动画	8.2		2019-01		はたらく細胞 特典	其他		日语		A			甜饼字幕组						日本		
天堂岛疑云	英剧	剧情/悬疑/罪案	8.8		2011-08-17 周三		Death in Paradise	BBC		英语		B			甜饼字幕组						英国		
斯宾塞的机密任务	电影	剧情/惊悚/悬疑	7.4		2020-03-06		Spenser Confidential			英语	6380	B			暂无						美国		
半路枪手	电影	动作/喜剧	7.4		2019-09-09		Guns Akimbo			英语	6609	C			暂无						英国		
琼斯先生	电影	剧情/惊悚/传记	7.3		2019-02-10		Mr. Jones			英语	6578	B			暂无						美国		
歌舞青春：音乐剧	美剧	喜剧/青春/歌舞	7.4		2019-11-13 周三		High School Musical: The Musical	Disney+		英语		A			人人影视字幕组					0day	美国		
芝加哥烈焰	美剧	剧情/生活/医务/励志/罪案	9.0		2012-10-11 周四		Chicago Fire	NBC		英语		B			人人影视字幕组						美国		
麻烦一家人	美剧	剧情/喜剧/爱情	7.4		2019-01-09 周三		Good Trouble	FREEFORM		英语		A									美国		
五口之家	美剧	剧情	5.4		2020-01-09 周四		Party of Five	FREEFORM		英语		A									美国		
金色年代	美剧	喜剧	9.1		2013-09-25 周三		The Goldbergs	ABC		英语		A			人人影视字幕组						美国		
单亲	美剧	喜剧	7.8		2018-09-27 周四		Single Parents	ABC		英语		A			人人影视字幕组					0day	美国		
贝尔戈维亚	英剧	剧情/生活/古装	1.0		2020-03-16 周一		Belgravia	ITV		英语		B			人人影视字幕组					0day	英国		
美味大挑战	日剧	剧情/生活	8.2		1988-10-17 周一		美味しんぼ	东京台		日语		A			拉风字幕组					补剧中	日本		
猫头鹰魔法社	美剧	冒险/动画	9.0		2020-01-11 周六		The Owl House	Disney		英语		A			迪幻字幕组						美国		
极幻世界	电影	剧情/惊悚	4.9		2019-01-19		Nevrland			英语/德语	9670	C			暂无						其他		
绿茵场外	电影	喜剧	6.0		2019-01-26		Greener Grass			英语	8961	A			暂无						美国		
吾即恐惧	电影	惊悚	8.3		2020-02-21		Sara's Cell			英语	3943	C			暂无						美国		
她的使命	电影	纪录/传记	9.1		2018-01-20		On Her Shoulders			英语	1477				暂无						美国		
Alive 癌症专科医生病历簿	日剧	剧情	7.5		2020-01-09		癌症专科医生病历簿 アライブ がん専門医のカルテ	富士		日语		A			幻月字幕组						日本		
树墩镇侦探	美剧	动作/剧情	7.4		2019-09-26 周四		Stumptown	ABC		英语		B			人人影视字幕组					0day	美国		
芝加哥医院	美剧	医务	8.5		2015-11-11 周三		Chicago Med	NBC		英语		B			人人影视字幕组					0day	美国		
乃木坂Cinema～STORY OF 46	日剧	剧情	7.1		2019-12-25 周三		乃木坂シネマズ～STORY of 46	富士		日语		B			幻月字幕组						日本		
验尸官	加剧	剧情/悬疑	6.8		2019-01-08 周二		Coroner	其他		英语		C			深影字幕组						加拿大		
连续杀人鬼青蛙男	日剧	剧情/罪案	7.0		2020-01-09		連続殺人鬼カエル男	其他		日语		C			幻月字幕组					0day	日本		
与你同行	泰剧	生活/爱情/真人秀/综艺	7.3		2020-02-14 周五		Travel with us	其他		泰语		A			宅基地字幕组					补剧中	泰国		
指挥系统	纪录片	纪录	7.6		2018-01-16 周二		Chain of Command	国家地理频道		英语		B			自由译者联盟					补剧中	美国		
急诊室的故事	美剧	医务	9.5		1994-04-06 周三		ER	NBC		英语		A			人人影视字幕组					补剧中	美国		
系统破坏者	电影	剧情	6.6		2019-02-08		Systemsprenger			德语	7832	B			暂无						德国		
溺水	电影	剧情	8.3		2019-10-20		Drowning			英语	3945	A			暂无						美国		
